source_global_identifier,destination_global_identifier,rel_type,rel_properties $
mapping__Raymond Whitehead McDaniel Jr.,mapping__159f597c094178943afb4dcf2c9e6ace,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Raymond Whitehead McDaniel Jr.,mapping__2c4535e78909af9e6e22a849b1c7a076,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Raymond Whitehead McDaniel Jr.,mapping__cd0c71ea86c8e3817dda1f5c860629b1,NAMEVARIANT,"{""from"":""external""}"
mapping__Raymond Wing Hung Lee,mapping__https://en.wikipedia.org/wiki/Fubon_Financial_Holding_Co.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Raymond Wing Hung Lee,mapping__600aba8f7ae1668ddcfb4dd7e4e1504c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Raymond Wing Hung Lee,mapping__fd27537a312180a49698623973a0e358,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Raymund Reyes,mapping__https://en.wikipedia.org/wiki/China_Development_Financial_Holding_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Raymund Reyes,mapping__96528a7df07abd179d2133776c9e4dd2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Raymund Reyes,mapping__ec9b710c8cb3cf9a75c463bf9f6a1d48,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__RC Chang,KP__c986de33a22102c7d7b4b8148fcf485a,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__RC Chang,mapping__2ba58fdf36e71d358cb835644a3829cc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__RC Chang,mapping__5cfe13e663344281019b7b7b66b03e28,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Read Van de Water,mapping__https://en.wikipedia.org/wiki/Safran,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Read Van de Water,mapping__6d7c5897a74cf50abcd10067dc1297a1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Read Van de Water,mapping__de19c8f42d35676bd5b153438eb6eea7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reagan Arthur,mapping__https://en.wikipedia.org/wiki/Lagardère_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reagan Arthur,mapping__dc0c35bd376ee7a46263de7fa74b16be,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reagan Arthur,mapping__edd3e3e4c9c83d561aab8d0e6ef3c068,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Réal Foley,mapping__https://en.wikipedia.org/wiki/Teck_Resources,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Réal Foley,mapping__3ed9d6c0e6008279fcd1283868c21d0d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Réal Foley,mapping__e091da0b9e9b547c1093cc9039f21d02,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Réal Plourde,mapping__https://en.wikipedia.org/wiki/Alimentation_Couche-Tard,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Réal Plourde,mapping__928a75da4fd36828df0c85c108bf8098,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Réal Plourde,mapping__655e14caea5066a8ddc59c25524eeb6c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Boyden,KP__5977cd2e18aa5efbf9ef4bf02bec784a,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rebecca Boyden,mapping__4d78a134f323ab99250f39deb1d7fbc7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Boyden,mapping__e088523def3d629576cc6f2157e13d47,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Dee-Bradbury,mapping__https://en.wikipedia.org/wiki/BlueScope,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rebecca Dee-Bradbury,mapping__7f1cd3e3290a275711c0f0b3d0e98bf1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Dee-Bradbury,mapping__b2df52830035068c27c58abc50df924b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca House,mapping__https://en.wikipedia.org/wiki/Rockwell_Automation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rebecca House,mapping__390046483ca24cea2c32b8c8b9cd7a3f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca House,mapping__1f24fdae541a4b1064d35372e66dea42,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Kujawa,mapping__https://en.wikipedia.org/wiki/NextEra_Energy,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rebecca Kujawa,mapping__07305d504aab71f234f0ec90c12fb19d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Kujawa,mapping__639fa8d805b06027b0fabdcb82bd9765,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Sharpe,mapping__https://en.wikipedia.org/wiki/Cathay_Pacific,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rebecca Sharpe,mapping__1dd5e06c8ddce78ce96eaf3e85867d22,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Sharpe,mapping__11142b373f51980b4d19d29b61f0ce30,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Webster Rimel,mapping__https://en.wikipedia.org/wiki/BD_(company),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rebecca Webster Rimel,mapping__5b04915c2da0c6a9a6f0f99629f9f7ce,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebecca Webster Rimel,mapping__10e49339e7dc0f9a3332246940554e3f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebekah Kay,KP__460e0cebca1c68decc98142adf563ab0,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rebekah Kay,mapping__1431ab7e2c8d5149be3ed0bb5eeb5e4d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rebekah Kay,mapping__f49c7808cf37ff79d2498c43f694e4fd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reenie Benziger,"mapping__https://en.wikipedia.org/wiki/Nike,_Inc.",ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reenie Benziger,mapping__f63794c0bcf49726851ee1fcff261e50,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reenie Benziger,mapping__53602190cf91f1505538da6f9897d78e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Regula Wallimann,mapping__https://en.wikipedia.org/wiki/Helvetia_Insurance,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Regula Wallimann,mapping__989e028f85ed2a4822ef12447d447ac6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Regula Wallimann,mapping__32af9afe812d8105cf043c33140837cd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rehito Hatoyama,mapping__https://en.wikipedia.org/wiki/Z_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rehito Hatoyama,mapping__c62ff9cb5113bf97610fed77eca1f375,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rehito Hatoyama,mapping__fa825cc537ff05d25260a1c41e46bf3f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reiji Nagase,mapping__https://en.wikipedia.org/wiki/Nagase,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reiji Nagase,mapping__6149febdbd53b2fba433d8e3c4f04f7f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reiji Nagase,mapping__013265f9b5db7ebfb1f87c17e7ab9161,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reiko Amano,mapping__https://en.wikipedia.org/wiki/East_Japan_Railway_Company,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reiko Amano,mapping__3fe84ec80bae4a40e3b6c55aad9c5dd7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reiko Amano,mapping__2b1b113b1311e39675c3de249696e919,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reiner Hansert,KP__a6bdc17c397f12ec336dd8304a4f39da,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reiner Hansert,mapping__b025f9d38fba4418e01f301333f1c579,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reiner Hansert,mapping__8798a30e966ec2bfd627823d4ccf99c1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reinhard Ploss,mapping__https://en.wikipedia.org/wiki/Infineon_Technologies,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Reinhard Ploss,mapping__ea3336c75c6925ee4032193448a70794,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reinhard Ploss,mapping__49ee7dae5a6e56f71036584b67f300ea,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reinhard Pollath,KP__b4k4pVU6oKZdyENMKAcPec,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reinhard Pollath,mapping__12258a32af335823e426ccde61f2a7e6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reinhard Pollath,mapping__b7995e598f4114f242c7653a1a340596,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reinhard Wolf,mapping__https://en.wikipedia.org/wiki/BayWa,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reinhard Wolf,mapping__79de110d1ca6520b84b92955d7f0d83a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reinhard Wolf,mapping__01a5692363f69bff4b2a2dfb983c73a5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rejji P. Hayes,KP__08ef68340c6194a3f94f08eabdbbb9fb,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rejji P. Hayes,mapping__5c5b7e42b56f7bf6cf513693f877c30f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rejji P. Hayes,mapping__3eca43b11101da1f2da2168f69c39d83,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Remco Steenbergen,KP__a6bfcd544a8d8d5c05247eaa0a5ddfbd,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Remco Steenbergen,mapping__196d41e5b8c6f93a3145aea19e1eb592,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Remco Steenbergen,mapping__a64e950ecf4009f8789f42b8196bdac3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ren Deqi,KP__7NBiEhrbc7pfoK5QDmzKnE,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ren Deqi,mapping__https://en.wikipedia.org/wiki/Bank_of_Communications,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Ren Deqi,mapping__8102a2c27cef384ff36e1785e9fa17df,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Ren Deqi,mapping__2060c97deab69a43857089348aa77d01,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renata Casaro,mapping__https://en.wikipedia.org/wiki/Henkel,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renata Casaro,mapping__eada2779cec32cfd230eba8b58aaa5cb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renata Casaro,mapping__0e69d77c5b6207c996bb3c90c00cd09f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renate Glashauser,mapping__https://en.wikipedia.org/wiki/BayWa,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renate Glashauser,mapping__5ed2ce39b9901353ccb2d7de3eefa691,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renate Glashauser,mapping__9816cbc1ef25e19e622e058ec6b31802,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renate Wagner,mapping__https://en.wikipedia.org/wiki/Allianz,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renate Wagner,mapping__33b4fb2e50b8ad533fd2e976a7dc236f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renate Wagner,mapping__e46e32e85ada7c3859efcd8be15b00b1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renato Gallo,mapping__https://en.wikipedia.org/wiki/Hitachi,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renato Gallo,mapping__4c79bab24321908728b5e38d69705e1e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renato Gallo,mapping__1af56da35cabdbb7b002f561b6da4c08,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renato Luiz Bellinetti Naegele,mapping__https://en.wikipedia.org/wiki/Banco_do_Brasil,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renato Luiz Bellinetti Naegele,mapping__9d4fff1763861a80dad885b3065636c7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renato Luiz Bellinetti Naegele,mapping__157e1eee4dbb4fe9eaec826c97405dda,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Renato_Mazzoncini,KP__5cjkYveEHebfhyssEwmTZs,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Renato_Mazzoncini,mapping__https://en.wikipedia.org/wiki/A2A,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__https://en.wikipedia.org/wiki/Renato_Mazzoncini,mapping__524085410d6268146ee007bd26330316,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Renato_Mazzoncini,mapping__248201a94ce8e64e675576d958c7faf5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rene Aguilar,mapping__https://en.wikipedia.org/wiki/Antofagasta,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rene Aguilar,mapping__d2ffd19f425b1962270b7e9f566f01a5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rene Aguilar,mapping__23bb997e723b32ea3d0dbd2727c5a1e5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rene Casares,mapping__https://en.wikipedia.org/wiki/Academy_Sports_+_Outdoors,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rene Casares,mapping__c2b5358254bc1344561b8c4f8e7950ec,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rene Casares,mapping__afadc1bd5533c23afe02ccc2f58d0d1c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rene Jacobsen,KP__75281c1dd310569fe2bf55fac09e5238,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rene Jacobsen,mapping__57db3adeddcb088a70af119e387f1307,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rene Jacobsen,mapping__ed33e9070ba393e2c166b970e2256357,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__René Jones,KP__YQbxhswwtGMfc3HqTC4knn,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__René Jones,mapping__https://en.wikipedia.org/wiki/M&T_Bank,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__René Jones,mapping__c488b5f536c450d28c37e43b90b8a4f7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__René Jones,mapping__3acbca684a0634d0b7a76ae294d19087,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__René Ollier,KP__e45f24bdab7b1a91445d27a7781c9d74,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__René Ollier,mapping__320f5e0ca33cd265a4c99029651a6a09,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__René Ollier,mapping__71801cd40d970e0a1e4d7900230f3963,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__René Werner,mapping__https://en.wikipedia.org/wiki/Ooredoo,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__René Werner,mapping__24cb2b2698264c4fbf9572cdbde64a46,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__René Werner,mapping__3f830ea09cbf799cea0a25b1101b6ac8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee A. Mailhot,mapping__https://en.wikipedia.org/wiki/John_Deere,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renee A. Mailhot,mapping__51697899f1007c52d8120008d68256fe,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee A. Mailhot,mapping__16863a285a01e7208eb6fbb1e4a0e85f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee Duszynski,mapping__https://en.wikipedia.org/wiki/Japan_Tobacco,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renee Duszynski,mapping__4b95aa35e59f78c105fd21d20860892d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee Duszynski,mapping__44a26993b256f06bdb86488704e40140,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee Hornbaker,KP__8gRaEnwubC9ceRKasX7gaB,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee Hornbaker,mapping__https://en.wikipedia.org/wiki/Eastman_Chemical_Company,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renee Hornbaker,mapping__06953e33331b287df2287bbd27061f9b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee Hornbaker,mapping__b10bc43591e2bd3dffd9c71389294132,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee L. Wilm,KP__8e7f1da164b0c9401d16325524c7c035,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renee L. Wilm,mapping__6c3ad5506a4c2659534c9d80c4639aff,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee L. Wilm,mapping__61dffb733e9452245cd372e57dae8ff9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee LaRoche-Morris,mapping__https://en.wikipedia.org/wiki/State_Street_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renee LaRoche-Morris,mapping__280651f1f4c521510a40126baf679acd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee LaRoche-Morris,mapping__17c4c125f9c0dd5593c82d097c131c84,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renee LaRoche-Morris,mapping__165abe16f1fe61db75b4c7fa7ea361f0,NAMEVARIANT,"{""from"":""external""}"
mapping__Renosi Denise Mokate,mapping__https://en.wikipedia.org/wiki/Bidvest_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renosi Denise Mokate,mapping__f7cd1771f0df016ea43b70883d77c910,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renosi Denise Mokate,mapping__b18f45723ff123d8bc6f4610b5f0013d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renu Sud Karnad,mapping__https://en.wikipedia.org/wiki/Housing_Development_Finance_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Renu Sud Karnad,mapping__f78cd734084e003b694779cf6263b492,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Renu Sud Karnad,mapping__2127a213842045b9bb30fadb8c7e8694,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reto Francioni,mapping__https://en.wikipedia.org/wiki/UBS,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reto Francioni,mapping__8e24fcf65296eaa026d5dfd647061dbb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reto Francioni,mapping__12751fe64b712f8878321312eb79c5de,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Retsu Togashi,mapping__https://en.wikipedia.org/wiki/Mitsui_Fudosan,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Retsu Togashi,mapping__3807a655919177a5a5f667866152f2e6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Retsu Togashi,mapping__92d8a74d4af94819d98201f73dcb0d60,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Revathi Advaithi,mapping__https://en.wikipedia.org/wiki/Flex_(company),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Revathi Advaithi,mapping__218a983fa00d00a724854f94fcc4929f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Revathi Advaithi,mapping__bad6e2ce157e35a7cb6ac0758b9085f8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Revathi Advanthi,KP__c304acb3e535945fee11d37066dc0d0f,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Revathi Advanthi,mapping__a81f3f8ee98d9c78b5f9af1a295ab44c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Revathi Advanthi,mapping__a5f6cbb5d63e0d6674c5eb4973e2e1c0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rex Anderson,mapping__https://en.wikipedia.org/wiki/Daikin,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rex Anderson,mapping__0c338eb64bed7c02b78915602f368433,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rex Anderson,mapping__5efcb57f81740ffae31f6ce74da28aaa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rex Auyeung Pak-kuen,KP__84LOQgcKBwVcdj4ZBdv2qZ,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rex Auyeung Pak-kuen,mapping__https://en.wikipedia.org/wiki/MTR_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rex Auyeung Pak-kuen,mapping__84f20f128246c41e52ed8b06b92b32ab,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rex Auyeung Pak-kuen,mapping__f9c5364f1bdfeb1f688daa6907252956,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rex Auyeung Pak-kuen,mapping__a8ee2d2f50d4d4184ceb17890fe4b625,NAMEVARIANT,"{""from"":""external""}"
mapping__Rex Auyeung Pak-kuen,mapping__7de83b8d3884230bf4b66fbda474feba,NAMEVARIANT,"{""from"":""external""}"
mapping__Rex Query,KP__ad7faca6c6d17ae278b13b94983902bb,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Rex Query,mapping__26af96d7de2e468610ecc7d6eaa61d46,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Rex Query,mapping__f3370ee4142c1588df98e086e1ec7d8b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reynabeth D. de Guzman,mapping__https://en.wikipedia.org/wiki/San_Miguel_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reynabeth D. de Guzman,mapping__d996ba0c60a8b2adbee8592231bc4f09,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reynabeth D. de Guzman,mapping__d0f842254f8c808ba10c863feb6fc78a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reynato Serrano Puno,mapping__https://en.wikipedia.org/wiki/San_Miguel_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Reynato Serrano Puno,mapping__62170fcdfd8d9c239f98fcbb99b662da,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reynato Serrano Puno,mapping__f83e406676909aba79e85740ddcdf1b6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Reyne Wisecup,mapping__https://en.wikipedia.org/wiki/Fastenal,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
