source_global_identifier,destination_global_identifier,rel_type,rel_properties $
mapping__John K. Goldwater,mapping__742ab3be9801922fd0a88b0362d7561b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Kahle,KP__bd4b5ded998e64f9cff541a2b917c0fe,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Kahle,mapping__44e320bb83ca79dac5098ac44fa65a0b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Kahle,mapping__bf8e5acfd4ec8fbd6318c8437282f578,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Karnblad,KP__aee52608d01f5d991200eac8cbf651c5,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Karnblad,mapping__b626adc2b2ee5ea498b6903d06c4da7e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Karnblad,mapping__5450f23cb67286204153646eb89ace17,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Keogh,KP__3071713c06a0cbcfbb51dfa1a18e5fd2,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Keogh,mapping__917ea30db14db1b41c5bba3690d44fd8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Keogh,mapping__bc65a726c862ca3631fbe3be3492408a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Knies,mapping__https://en.wikipedia.org/wiki/Lumen_Technologies,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Knies,mapping__8b90d3f7d3ff70c0a23369967ac2ceb7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Knies,mapping__cce34ec1f20ce8a970abf1de1b6fd11f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Koshy,mapping__https://en.wikipedia.org/wiki/Jardine_Matheson,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Koshy,mapping__bfdfc11a8b522cf60331333c26af2fa9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Koshy,mapping__2c1023933e4eb1a1fb13eeff720c9bc5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Kramer,mapping__https://en.wikipedia.org/wiki/RPM_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Kramer,mapping__0af0c64eeb106865100492c522a63c2c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Kramer,mapping__e08ad62e1e2756d7820976010f0b7f5d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John L. D'Angelo,mapping__https://en.wikipedia.org/wiki/M&T_Bank,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John L. D'Angelo,mapping__25ddce6ef8d797af1e42e849bf88f185,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John L. D'Angelo,mapping__f98b706a1a209add26ab3f8a0488b6bf,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John L. D'Angelo,mapping__2d333f575a3d6d68dad6f60a308c337d,NAMEVARIANT,"{""from"":""external""}"
mapping__John Lawson,mapping__https://en.wikipedia.org/wiki/Emcor,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Lawson,mapping__16255bcc1e6dfed335ae0673d8666f71,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Lawson,mapping__82f7d64d8aaef8f276cfd373b1d34c68,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Lee,mapping__https://en.wikipedia.org/wiki/Carahsoft,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Lee,mapping__201cc1ba316a117712fa5506b06bea08,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Lee,mapping__f6bc92f5e505a368a0ed80d2ad5f1119,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Long,KP__32ed7b2718ea5824892317003e1e226e,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Long,mapping__2b3dbb18982cc6332c788c2f0523b778,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Long,mapping__f931272b5cfc312bbae4011839436be5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Lupica,KP__3071713c06a0cbcfbb51dfa1a18e5fd2,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Lupica,mapping__ec24c30eacea7a81753e8187d7c71e5d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Lupica,mapping__4292790041718c21f512bed29b2de3e0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Luviano,KP__8f0b0014acf32d6ffcb122e9093b3b96,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Luviano,mapping__dc55bdb971766056c41c914415a3d4f3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Luviano,mapping__139b1cb958753ea4ac7c4e658810f4cd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Fowler,mapping__https://en.wikipedia.org/wiki/StoneX_Group_Inc.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John M. Fowler,mapping__c24ff6b6708f72d1787a441499428c79,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Fowler,mapping__aa7224cf0408187bfe1d09dd144f29ca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Miller,mapping__https://en.wikipedia.org/wiki/Rockwell_Automation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John M. Miller,mapping__895dfe8d9bf7c9d08ef569cc2978e666,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Miller,mapping__4f6b2377784657ecd26271dd40c92c02,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Miller,mapping__7ab09a0a8446699cc8f1e3cd308d9f55,NAMEVARIANT,"{""from"":""external""}"
mapping__John M. Olson,KP__96bb6b31edc20abc5b8839ddbbb34973,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John M. Olson,mapping__1b5ef8d4e661e5067941af80fc3b0e55,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Olson,mapping__70bad92d9e5f8068fbdc8c6476995aa5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Panikar,KP__e3376e8d649198724ec2966d8d76c28a,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John M. Panikar,mapping__772f14e0ac685e93e44d3f4edffe021d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Panikar,mapping__b24ca237eaa48f857e750d3b10b02c2a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Paral,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John M. Paral,mapping__23d39afe3b353a9f1eb264076c18345f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Paral,mapping__0868581f653c56d984cf747827398050,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Toomey,mapping__https://en.wikipedia.org/wiki/Telephone_and_Data_Systems,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John M. Toomey,mapping__ced19991980817e5de50063019155c3a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John M. Toomey,mapping__9c0030ffddcf330d4dbd4de38dce180c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John May,mapping__b62a3a92fb8163c525b967d214670d15,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John May,mapping__1e4b3428ae2b1230663aefada66dc7fe,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McGarry,mapping__https://en.wikipedia.org/wiki/Aegon_N.V.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John McGarry,mapping__837c7fd8a677164c50990217d66e3221,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McGarry,mapping__543d575a3c7d19ec050bfb64f6b6d467,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McGarry,mapping__6f698d1858d38bc84d7c29e26681952d,NAMEVARIANT,"{""from"":""external""}"
mapping__John McGinnis,mapping__https://en.wikipedia.org/wiki/ManpowerGroup,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John McGinnis,mapping__d15ba0f5b340dc0d07525d38033f80b9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McGinnis,mapping__c31e3aec6e25bfa5fe34d0a7ea15508f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McGinnis,mapping__5dc5a1683a42f139d8ca31a87656f477,NAMEVARIANT,"{""from"":""external""}"
mapping__John McGirr,KP__28ff220341de5b3a7a2547c9b40f3365,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John McGirr,mapping__79151a487aa76da7cda76f2d663feb42,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McGirr,mapping__17d97e9a056d61784f2e8c5ede41d238,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McGirr,mapping__8da3e2c3c2a5960d16b2318a34fd3a4c,NAMEVARIANT,"{""from"":""external""}"
mapping__John McKeon,mapping__https://en.wikipedia.org/wiki/Carvana,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John McKeon,mapping__fed9bc20129e11318e417c079d55333f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McKeon,mapping__df4452632252747d3152204a0035626b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John McKeon,mapping__b3309bf6eea52dfb567146a765e837e4,NAMEVARIANT,"{""from"":""external""}"
mapping__John Melvin,mapping__https://en.wikipedia.org/wiki/The_Hartford,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Melvin,mapping__2f61343920dc28138a7254772989be53,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Melvin,mapping__da47e1aaa521559e558221ceb9fcb0c1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Mengucci,KP__VKOvkUqaWY6adgAOheax5g,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Mengucci,mapping__https://en.wikipedia.org/wiki/CACI,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__John Mengucci,mapping__53495ba26785a3b4f6dd29d4250a4434,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Mengucci,mapping__e48c329a6390e67e2bd72783e25481b2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Mollen,KP__1n3YmY9mZa3cmaJJwvHosQ,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Mollen,mapping__https://en.wikipedia.org/wiki/Alexion_Pharmaceuticals,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Mollen,mapping__ede2745dfb56fe50421fcd00e76a6804,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Mollen,mapping__e81753dcdf739dbafe66926c50b9fbdd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Moyer,KP__24ded54ff5758610e6c531a5664cc3ae,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Moyer,mapping__e2250828034a24a7aa9ecc56672393f2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Moyer,mapping__11c44c2fbdd46cebed6a088c04f46e1c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/John_Mullen_(baseball_executive),mapping__https://en.wikipedia.org/wiki/Capgemini,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__https://en.wikipedia.org/wiki/John_Mullen_(baseball_executive),mapping__c57470e0e16bccf8ad16663630ce5ff3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/John_Mullen_(baseball_executive),mapping__2d3d9aa6696b356f2c8adb082119442f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Murray Allan,KP__3oE9JpCdcM4e8d4FlfObBv,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Murray Allan,mapping__https://en.wikipedia.org/wiki/Barratt_Developments,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Murray Allan,mapping__7218ba593ca002bd73253a65cf2d2f9f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Murray Allan,mapping__e764cbcf64c3d893121cb894ffcfe444,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John N. Rich,mapping__https://en.wikipedia.org/wiki/Paccar,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John N. Rich,mapping__cad52748f7048694d967c79f3432042c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John N. Rich,mapping__0d9f1449da8b3d5776d7cd0130027756,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Nehra,mapping__https://en.wikipedia.org/wiki/DaVita_Inc.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Nehra,mapping__943b1a0079c125042ae399bad3aa5c99,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Nehra,mapping__87d3322d4f5204b67bea95d013e85cf0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Neppl,KP__167889d6136ef7d643b0a1943d86b753,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Neppl,mapping__6d51649838755c617dcebddf04cae0b3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Neppl,mapping__e4bb4103b9cdd98dc3c5ffeedc306796,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Neumaier,mapping__https://en.wikipedia.org/wiki/Arthur_J._Gallagher_&_Co.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Neumaier,mapping__7d451cd471ca8626fa3f3b9fcd565648,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Neumaier,mapping__8d0ec3c278e18c2baf2006c1f9ae555c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Nolan,mapping__https://en.wikipedia.org/wiki/Jardine_Matheson,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Nolan,mapping__533752afc1039a265de6dcb197bc6d11,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Nolan,mapping__751e75f017837f0400b8a96e5893cedb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Nowlan,mapping__https://en.wikipedia.org/wiki/BlueScope,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Nowlan,mapping__c783107dbb3c96e2c7d2eaf968c98770,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Nowlan,mapping__d0096f06a5398c01789d57361317d835,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John O'Neal,KP__c09f87ce844e872fda994dc226e4d000,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John O'Neal,mapping__e76877e548ec164582a730ff65a003a7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John O'Neal,mapping__828f23396a175e71a50e816ebc2c64e7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John O'Neal,mapping__a8287691bc50048e61f0c0bc61cbfe06,NAMEVARIANT,"{""from"":""external""}"
mapping__John Ormerod,mapping__https://en.wikipedia.org/wiki/Constellium,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Ormerod,mapping__18b018628c8a23fbdea0f7e4e5a3d9c9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Ormerod,mapping__a7ccf9ef31a059612b676fcd4fe8841d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John P. Wiehoff,KP__96bb6b31edc20abc5b8839ddbbb34973,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John P. Wiehoff,mapping__e4f960763d6b2069daa778123f238179,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John P. Wiehoff,mapping__0c5fc72391ef9dad0b74cf8bbb12e0f7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Page,KP__e1f4f795bcd7719432fc3f633a0527d4,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Page,mapping__648a27e780626e7c823d162c3ceba9f1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Page,mapping__e39e0e62007359bf8d7079a5070476f4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pasquesi,mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Pasquesi,mapping__a01ecce75bdc717a510627ecf195a0f3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pasquesi,mapping__5c540075db326df5c75872104229b275,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pedini,mapping__https://en.wikipedia.org/wiki/Nomura_Research_Institute,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Pedini,mapping__3cc31c05a3a4c963cc75246d4fc784c2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pedini,mapping__2ccce0c9beb3c83bb15576f0460a8b61,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pensec,KP__c09f87ce844e872fda994dc226e4d000,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Pensec,mapping__03c1e0f5b36165524db76b0083004670,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pensec,mapping__e80878a1df9d3c44cd5869a29a72ba55,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Peter Suarez,mapping__https://en.wikipedia.org/wiki/Massmart,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Peter Suarez,mapping__85bc611952b22d85f939cd93a126a047,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Peter Suarez,mapping__f527da0945a47c8ef02173b9c62e1d5e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pfeifer,mapping__https://en.wikipedia.org/wiki/Oshkosh_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__John Pfeifer,mapping__769dc5f118b965005c98820d126b55c0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pfeifer,mapping__567896419b73fa4c4f4f35c0811bf77e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Philip Elkann,KP__7IM84QIzCJudtgMmeSnYMC,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Philip Elkann,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__John Philip Elkann,mapping__60fdf04081df56898a9f5606d73cc3be,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Philip Elkann,mapping__1467d0b2405822d1fded28831cba1cbb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Philip Goldsberry III,mapping__https://en.wikipedia.org/wiki/Sanmina_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Philip Goldsberry III,mapping__73eed4fd94f12f06762144116cfc4f20,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Philip Goldsberry III,mapping__7777e89a3bbc88e9adcc2f7b34fdc4b1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pollock,mapping__https://en.wikipedia.org/wiki/Phoenix_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Pollock,mapping__335342652cdb3cac7f50226699af9a30,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Pollock,mapping__c163420875bd8d8d9eccd421bc2c4abb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Quinlan,mapping__https://en.wikipedia.org/wiki/Aviva,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Quinlan,mapping__0a6310799fd384d39e326b3019736061,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Quinlan,mapping__0901447aa7eea1c5e2054c67880cf741,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John R. Simon,KP__22897ee652ef305ea8454b1c48a93534,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John R. Simon,mapping__8ec11efd8d4dba0219cb5aa8a21356cd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John R. Simon,mapping__6d2a4c3c0a737e08048ca99d6e9fb1bd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John R. Van Camp,mapping__https://en.wikipedia.org/wiki/KLA_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John R. Van Camp,mapping__4e54afdc11cf8d727f2ae631f34df271,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John R. Van Camp,mapping__411d05344d1d8b7894abff83f527d6e3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Radziwill,mapping__https://en.wikipedia.org/wiki/StoneX_Group_Inc.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Radziwill,mapping__0caa3a08b8c396823d5ff922bbf779b5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Radziwill,mapping__c90776fb172663e89a74f830bfcba242,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Ramsay,mapping__https://en.wikipedia.org/wiki/DSM_(company),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Ramsay,mapping__cd973cb168d0f79a11402f2d0115e8d2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Ramsay,mapping__02a84f5aa999a0bae97491fa50e403b8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rebele,mapping__https://en.wikipedia.org/wiki/Standard_Industries,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Rebele,mapping__2d88a86e0cd388d40e5ccc2f811e2083,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rebele,mapping__59968b4fe573b92b83a34d3df71b888b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
"mapping__John Rempe, PE",mapping__https://en.wikipedia.org/wiki/Balfour_Beatty,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
"mapping__John Rempe, PE",mapping__5fd791017e924ee13dc009aa27c9e7b6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
"mapping__John Rempe, PE",mapping__e413adddebd650d6cc7587cbd9f95bac,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Reynders,mapping__https://en.wikipedia.org/wiki/Alexion_Pharmaceuticals,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Reynders,mapping__39ba1a8a00ed2281f4b627821884a207,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Reynders,mapping__25854213bbcd23f32c41e8e4b42c95f9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Reynolds,mapping__https://en.wikipedia.org/wiki/O-I_Glass,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Reynolds,mapping__b27602835b53e782047c2b598fdc5d88,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Reynolds,mapping__3489747eabaad52d7b9cfa491d061358,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rogers,"mapping__https://en.wikipedia.org/wiki/Nike,_Inc.",ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Rogers,mapping__29b4a67de27d5bd1330141144cc00492,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rogers,mapping__0927a0e1ad273bd67c4599bb17b59ff6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rosenthal,mapping__https://en.wikipedia.org/wiki/Brighthouse_Financial,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
